;0
1.0;0.0
0.9998476319240341;0.005263157894736842
0.9996934210048415;0.010526315789473684
0.9995355243991951;0.015789473684210527
0.9993720992638682;0.021052631578947368
0.9992013027556337;0.02631578947368421
0.9990212920312649;0.031578947368421054
0.998830224247535;0.03684210526315789
0.9986262565612171;0.042105263157894736
0.9984075461290841;0.04736842105263158
0.9981722501079094;0.05263157894736842
0.9979185256544663;0.05789473684210526
0.9976445299255274;0.06315789473684211
0.9973484200778663;0.06842105263157895
0.997028353268256;0.07368421052631578
0.9966824866534696;0.07894736842105263
0.9963089773902802;0.08421052631578947
0.995905982635461;0.08947368421052632
0.9954716595457852;0.09473684210526316
0.9950041652780258;0.1
0.9950041652780258;0.1
0.9945020503858036;0.10526315789473685
0.9939654390101305;0.1105263157894737
0.9933948486888652;0.11578947368421053
0.9927907969598673;0.12105263157894737
0.9921538013609958;0.12631578947368421
0.99148437943011;0.13157894736842107
0.9907830487050693;0.1368421052631579
0.9900503267237326;0.14210526315789473
0.9892867310239594;0.1473684210526316
0.9884927791436087;0.15263157894736842
0.9876689886205399;0.15789473684210525
0.9868158769926121;0.1631578947368421
0.9859339617976846;0.16842105263157897
0.9850237605736165;0.17368421052631577
0.9840857908582673;0.17894736842105263
0.9831205701894958;0.1842105263157895
0.9821286161051617;0.18947368421052632
0.9811104461431238;0.19473684210526315
0.9800665778412416;0.2
0.9800665778412417;0.2
0.9789974263563038;0.20526315789473684
0.9779029973208173;0.2105263157894737
0.9767831939862187;0.21578947368421053
0.9756379196039445;0.2210526315789474
0.9744670774254313;0.22631578947368422
0.9732705707021155;0.23157894736842108
0.9720483026854339;0.2368421052631579
0.9708001766268227;0.24210526315789477
0.9695260957777186;0.2473684210526316
0.9682259633895582;0.25263157894736843
0.966899682713778;0.2578947368421053
0.9655471570018145;0.26315789473684215
0.9641682895051041;0.268421052631579
0.9627629834750836;0.2736842105263158
0.9613311421631894;0.27894736842105267
0.959872668820858;0.2842105263157895
0.9583874666995259;0.2894736842105263
0.9568754390506298;0.2947368421052632
0.9553364891256061;0.30000000000000004
0.955336489125606;0.30000000000000004
0.9537705505682963;0.3052631578947369
0.9521776785921626;0.3105263157894737
0.9505579588030718;0.31578947368421056
0.9489114768068908;0.3210526315789474
0.9472383182094866;0.3263157894736842
0.9455385686167261;0.3315789473684211
0.9438123136344763;0.33684210526315794
0.9420596388686042;0.3421052631578948
0.9402806299249767;0.3473684210526316
0.9384753724094608;0.35263157894736846
0.9366439519279234;0.35789473684210527
0.9347864540862314;0.3631578947368421
0.9329029644902519;0.368421052631579
0.9309935687458517;0.37368421052631584
0.9290583524588979;0.37894736842105264
0.9270974012352574;0.3842105263157895
0.9251108006807971;0.38947368421052636
0.923098636401384;0.39473684210526316
0.9210609940028851;0.4
0.9210609940028851;0.4
0.9189979538076394;0.4052631578947369
0.9169095750038745;0.4105263157894737
0.9147959114962899;0.41578947368421054
0.9126570171895854;0.4210526315789474
0.9104929459884604;0.4263157894736842
0.9083037517976148;0.43157894736842106
0.9060894885217481;0.4368421052631579
0.90385021006556;0.4421052631578948
0.9015859703337501;0.4473684210526316
0.8992968232310181;0.45263157894736844
0.8969828226620635;0.45789473684210524
0.8946440225315861;0.4631578947368421
0.8922804767442853;0.46842105263157896
0.889892239204861;0.4736842105263158
0.8874793638180128;0.4789473684210526
0.8850419044884402;0.4842105263157895
0.8825799151208429;0.48947368421052634
0.8800934496199205;0.49473684210526314
0.8775825618903728;0.5
0.8775825618903728;0.5
0.8750473099847442;0.5052631578947369
0.8724877685469596;0.5105263157894737
0.869904016368789;0.5157894736842106
0.8672961322420017;0.5210526315789474
0.864664194958368;0.5263157894736843
0.8620082833096574;0.531578947368421
0.8593284760876396;0.5368421052631579
0.8566248520840846;0.5421052631578948
0.8538974900907621;0.5473684210526316
0.8511464688994419;0.5526315789473685
0.8483718673018938;0.5578947368421053
0.8455737640898875;0.5631578947368422
0.842752238055193;0.568421052631579
0.8399073679895798;0.5736842105263159
0.837039232684818;0.5789473684210527
0.834147910932677;0.5842105263157895
0.8312334815249269;0.5894736842105264
0.8282960232533374;0.5947368421052632
0.8253356149096782;0.6000000000000001
0.8253356149096782;0.6000000000000001
0.8223523367511725;0.605263157894737
0.8193462748968561;0.6105263157894738
0.8163175169312182;0.6157894736842107
0.8132661504387482;0.6210526315789474
0.8101922630039351;0.6263157894736843
0.8070959422112682;0.6315789473684211
0.8039772756452367;0.636842105263158
0.8008363508903298;0.6421052631578948
