;0
1.0;0.0
0.9975317842354475;0.021052631578947368
0.9950354606582016;0.042105263157894736
0.9924829214555686;0.06315789473684211
0.989846058814855;0.08421052631578947
0.9870967649233673;0.10526315789473684
0.984206931968412;0.12631578947368421
0.9811484521372955;0.14736842105263157
0.9778932176173244;0.16842105263157894
0.9744131205958051;0.18947368421052632
0.970680053260044;0.21052631578947367
0.9666659077973476;0.23157894736842105
0.9623425763950226;0.25263157894736843
0.9576819512403751;0.2736842105263158
0.952655924520712;0.29473684210526313
0.9472363884233395;0.3157894736842105
0.941395235135564;0.3368421052631579
0.9351043568446921;0.35789473684210527
0.9283356457380303;0.37894736842105264
0.9210609940028851;0.4
0.921060994002885;0.4
0.9132592009862954;0.4210526315789474
0.9049366946742313;0.4421052631578948
0.8961068102123951;0.4631578947368421
0.8867828827464891;0.4842105263157895
0.8769782474222156;0.5052631578947369
0.8667062393852774;0.5263157894736843
0.8559801937813765;0.5473684210526316
0.8448134457562155;0.5684210526315789
0.8332193304554969;0.5894736842105264
0.8212111830249229;0.6105263157894737
0.808802338610196;0.631578947368421
0.7960061323570186;0.6526315789473685
0.782835899411093;0.6736842105263159
0.769304974918122;0.6947368421052631
0.7554266940238076;0.7157894736842105
0.7412143918738522;0.736842105263158
0.7266814036139585;0.7578947368421053
0.7118410643898287;0.7789473684210526
0.6967067093471653;0.8
0.6967067093471653;0.8
0.6812904097524867;0.8210526315789474
0.6655991813555755;0.8421052631578948
0.6496387760270306;0.8631578947368421
0.6334149456374506;0.8842105263157896
0.6169334420574343;0.9052631578947369
0.6002000171575803;0.9263157894736843
0.5832204228084874;0.9473684210526316
0.5660004108807544;0.9684210526315791
0.5485457332449799;0.9894736842105264
0.5308621417717627;1.0105263157894737
0.5129553883317014;1.0315789473684212
0.4948312247953949;1.0526315789473686
0.4764954030334416;1.073684210526316
0.4579536749164408;1.0947368421052632
0.43921179231499063;1.1157894736842107
0.42027550709968997;1.136842105263158
0.40115057114113795;1.1578947368421053
0.3818427363099327;1.1789473684210527
0.3623577544766733;1.2000000000000002
0.3623577544766734;1.2000000000000002
0.342702057686991;1.2210526315789476
0.322884798686647;1.2421052631578948
0.30291581039643467;1.2631578947368423
0.2828049257371483;1.2842105263157897
0.26256197762958156;1.305263157894737
0.24219679899452806;1.3263157894736843
0.22171922275278155;1.3473684210526318
0.20113908182513607;1.3684210526315792
0.1804662091323853;1.3894736842105264
0.15971043759532266;1.4105263157894739
0.1388816001347427;1.431578947368421
0.11798952967143805;1.4526315789473685
0.0970440591262034;1.473684210526316
0.07605502141983222;1.4947368421052634
0.0550322494731188;1.5157894736842106
0.03398557620685583;1.536842105263158
0.012924834541837571;1.5578947368421054
-0.008140142601141487;1.5789473684210527
-0.02919952230128886;1.6
-0.02919952230128886;1.6
-0.050243611658036924;1.6210526315789475
-0.07126327785172659;1.6421052631578947
-0.09224952808292697;1.6631578947368422
-0.1131933695522056;1.6842105263157896
-0.1340858094601307;1.7052631578947368
-0.1549178550072705;1.7263157894736842
-0.17568051339419322;1.7473684210526317
-0.19636479182146727;1.7684210526315791
-0.21696169748966;1.7894736842105263
-0.2374622375993405;1.8105263157894738
-0.2578574193510761;1.831578947368421
-0.2781382499454359;1.8526315789473684
-0.29829573658298725;1.8736842105263158
-0.3183208864642988;1.8947368421052633
-0.3382047067899383;1.9157894736842105
-0.35793820476047467;1.936842105263158
-0.377512387576475;1.9578947368421054
-0.39691826243850814;1.9789473684210526
-0.41614683654714235;2.0
-0.41614683654714235;2.0
-0.4351893433075411;2.0210526315789474
-0.45403792094324946;2.042105263157895
-0.47268493388240906;2.0631578947368423
-0.49112274655316;2.0842105263157897
-0.5093437233836438;2.105263157894737
-0.5273402288020006;2.126315789473684
-0.5451046272363724;2.1473684210526316
-0.5626292831148993;2.168421052631579
-0.5799065608657226;2.1894736842105265
-0.5969288249169831;2.210526315789474
-0.6136884396968214;2.2315789473684213
-0.6301777696333786;2.2526315789473688
-0.646389179154796;2.273684210526316
-0.662315032689214;2.2947368421052636
-0.6779476946647733;2.3157894736842106
-0.693279529509615;2.336842105263158
-0.7083029016518807;2.3578947368421055
-0.7230101755197109;2.378947368421053
-0.7373937155412456;2.4000000000000004
-0.7373937155412453;2.4000000000000004
